name,datetiem,text,rate
瓜子酱,2018-11-15,为胡波感到无比地哀伤与惋惜。《大象》于我，是要从头到尾拉片的，有机会一定要支持正版碟。本届金马，娄烨的《风中》是大师之作，是我所认为的本届金马第一；而《大象》虽有缺憾，但才华四溢，锋芒尽露，是本年度最接近“伟大”一词的电影。有必要说一下这样的戏剧性是不能称之为“刻意的”，这样深到骨子里的绝望也绝不仅仅是中国愤青骂街而已。它们对应着胡波本人的命运：好端端的怎么就这样了？是啊，这一个中国，好端端的怎么就这样了？,力荐
三十二靡,2018-08-12,为什么舍不得剪掉一半,还行
Q·ian·Sivan,2018-11-19,"—— 致鬱至極「人活著呀, 是不會好的. 會一直痛苦, 一直痛苦. 從出生的時候開始, 就一直痛苦. 以為換了個地方會好, 好個屁呀, 會在新的地方痛苦.」「我的生活就是一堆破爛, 每天堆到我跟前. 我清一棍, 就有新的堆過來. → 大家不都這樣嗎? 你意思就你受不了了.」「你說什麼? → 我還能怎麼辦?」「你能去任何地方, 可以去. 到了就發現, 沒什麼不一樣.」「你站在這裡, 你可以看到那邊那個地方. 你想那邊一定比這好， 但你不能去, 你不去, 才能解決好這的問題.」",推荐
彼得与猫,2018-04-09,林肯中心“New Director” 系列放映，很丧的4小时，竟到最后看到了某种莫名的浪漫感。去看满洲里马戏团的大象，成为了暗淡生命中唯一的光，即使大象或许并不存在。,力荐
内陆飞鱼,2018-09-18,强迫症一般的观影体验，看得忐忑不安，耗时，耗力，一直忍着没快进，三星半，执行也好，剪辑也好，持保留意见，这肯定不是最好的版本和结果，可惜导演不愿意再去证明了。,还行
妖灵妖,2018-08-02,的确是才华横溢,推荐
盘子,2018-07-21,看到了最后做完的版本，好到太好太好了。是的有瑕疵，但是他还年轻啊！这么细腻准确的观察、执行，这么细密的编织和勇敢尝试……那还要怎样！！！,力荐
普卢拉,2018-02-18,没有最丧 只有更丧 全片自然光 从清早到夜晚 看的过程中在怀疑是不是这个片子的英文名也该叫long day’s journey into night 过完这一天就像过完整个一生 （还是觉得太长了）,推荐
自決,2018-08-05,后摇一出身价暴跌，王小帅喷是有道理的,还行
苹果派,2018-08-07,很文艺，片子还是有点打动人，看完感觉很遗憾吧，很有想法的导演。,推荐
Mr. Infamous,2018-11-15,丧到爆，突然觉得兴许能明白导演的一些抉择。像是永远被掩埋在井陉的浓重雾霾里，每个家庭都是冷漠的，每个陌生人都是嚣张的，每个人都是憋屈的，愤怒的，对复仇跃跃欲试而对行动垂头丧气的。于城说，“我的生活就是一堆破烂，每天堆到我跟前，我清一棍，就有新的堆过来。”副主任说，“怎么他妈这么多人多管闲事，这个国家的人为什么这么邪恶呢？”副主任又说，“人活着呀，是不会好的……从出生的时候开始，就一直痛苦……以为换了个地方会好，好个屁呀。”李凯说，“这世界挺没劲”。大象为什么席地而坐？而人又为什么同样站不起来？表演与台词大多时候生活流得真实，真实得骇人，偶尔却像是戏剧念白了，但章宇、彭昱畅、王玉雯、李从喜、王柠、董向荣，都有高光的时刻。日后胡波想表达的这版本要能上映，一定买票。,推荐
粵語殘片,2018-08-03,场面调度水平在同年龄段导演里屈指可数，可惜了,推荐
今言,2018-07-16,"""版权回到了胡波父母手里""，如果能上映的话必去支持！",推荐
T-two,2018-10-02,镜头已经具备了塔尔三成的功力，不过胡波可能没有意识到塔尔标志性的长镜头在《撒旦探戈》、《鲸鱼马戏团》和《都灵之马》这些重展示而轻叙事的影片中才发挥得淋漓尽致，而在塔尔自己的《来自伦敦的男人》这样以希区柯克式悬疑开场的戏剧化影片中也会显得捉襟见肘。本片中冗余的背影跟拍造成拖沓叙事，这也是处女长片导演的一个通病，盲目坚信自己的艺术表达方式。还有胡波对于世界的愤怒和绝望并没有通过画面去加载和传递，而是单单通过人物对白的形式给出，人人口中都念念有词的人生感悟，而影像本身却没有被赋予以产生出情感冲击的驱力，多视角叙事这种强戏剧性的表现手法和塔尔式的长镜头出现了第二次的不融洽。影片的色调比较舒服，尤其结尾处长途汽车上镜头随着车外的橙色光线慢慢推进时产生的光影斑斓超赞，这或许才是塔尔式长镜头正确打开方式。,还行
海边的安托万,2018-10-08,四小时版不觉得长，看的津津有味。导演有意识地用焦点讲故事，贯彻全片的浅景深表达出四位主角与周围环境的格格不入。长镜头没有在展示什么复杂调度，而是完整表现人物某个时间段的状态，很多时候都以跟拍起始，像是在引领观众，成为身临其境的旁观者。与此同时悄无声息完成多线索叙事，最后汇集到一个逃离的主题，由四个人引出的是四个糟糕的家庭，由于缺少爱和温暖，满洲里的大象似乎就成了最后的希望之光和逃避之所。选角很成功，表演很有灵气，看到了几颗充满可塑性的未来新星。致郁的气质或许是导演彼时心境的反映，负能量的表达可以接受，不过影片抑制不住地想要通过台词宣泄情绪，是稍嫌遗憾的地方。,2018-10-08 22:02:46
砍省影展主席,2018-07-21,永远难以得到客观评价的病人的影像。才华还是有的，影像质感好，长镜头调度好，配乐更是可以加半星。也没有绝望，似乎最后用他自己的方式通往希望。后劲可能挺足,推荐
Z星驰007,2018-11-18,啊！丧啊！这世界一点人情味都没有，连温暖自己都要用最冷漠的方式。昏暗之中摇曳着的是冷峻的光，可正是这一点点的光啊，才让人挣扎着不舍得放弃这个世界、不忍心流放已是伤痕累累的自己。,推荐
name,datetiem,text,rate
罅隙,2018-11-18,胡波的最初也是最后一部影片，仿佛被一双黑色的大手扼住咽喉，它太青涩了，几乎布满了各种情绪，细节，甚至节奏上的瑕疵，然而也正是因为如此，它那刀锋般的棱角才会闪出明亮的寒意与控诉。这北方的特有的干冷与阴沉浸入影片气质里去，亦会唤起几代人迷失的挣扎。人的嘴巴太干，抽烟时便会带走嘴上的皮，会有血顺着扯出来。这句特别沮丧特别无力又毫无意义的话描述了我们的一生。困顿与疲倦是我们干巴瘦弱的意识的体态，渺小只能装在笼子里挨打。这特别绝望，整个身体都是窟窿，晃在风里发出悲鸣。,还行
野野,2018-11-15,1尚未抵达大师，却才华横溢，可以看到受侯孝贤与贝拉·塔尔的影响很深。养老院段落的横移长镜头，与《天谴》特别相似。2略不同之处，长镜头虽然很慢，但胡波却在里面安排了一些强情节（人与人的对峙），长镜头叙事在慢与紧张之间形成微妙的浪潮。3许多段落的前景以近景而漫无目的行走的背影为主，后景变虚，仿佛我们就跟着里面的人在走，产生不被注视的、毫无风险的沉浸感。4「我只是一场空洞恼怒，我再也不知自己是什么」（巴塔耶）。但片中的每个人，一直没有明确的行动与希望，他们没有解决问题的能力，或者说，不管去往哪一层空间，人都是无处可逃。5影片的情绪是导演的情绪。我不认为胡波的绝望在于彻底撕毁，他可能想过与世界和解，才会创造出那么多绝望的人。6「大象」从来没有出现过，这是片子的高度。,力荐
SingLesinger,2018-07-21,愿你在星辰那端忽闻象鸣。,力荐
觉 溺,2018-08-03,人活着呀是不会好的 会一直痛苦 从出生的时候开始就一直痛苦 以为换了个地方会好 好个屁啊 会在新的地方痛苦 明白吗 没有人明白,推荐
黑色女巫,2018-06-29,希望导演的才华不会被辜负,力荐
小月,2018-08-12,我感觉导演拍的有些过，一方面四小时没必要，现在导演都爱搞长镜头，没必要的长镜头很拖时间;一方面人物痛苦不能让人完全理解，有不满有误会都不讲清楚，把郁闷无限放大成绝望，为赋新词强说愁。老头自己的房就说不去敬老院能怎样？男学生就讲实际情况被欺负时甩了下那人就摔下去能怎样？女孩的事情既然没有过界别人爱怎么说怎么说能怎样？男孩好友不知道受多大仇多大怨，留下一句“世界太恶心“”就自杀是不是太矫情？导演想讲的就是生活一团狗屎，大家都想逃，但哪里的生活都是一团狗屎，所以留下来面对狗屎吧。生活不止眼前的苟且，还有远方的苟且，不对，是还有诗和远方！说好的大象呢？刚发现原来导演去年自缢身亡。。难怪要表达的态度如此消极。。我只能说，只有活着才能看到今天的成就。。,推荐
尘鸿,2018-08-03,和小说一样狭隘，死并不是光环。,较差
matchbox,2018-08-05,镜头很讲究，人物发展真是没啥共鸣。那不绝于耳的后摇嘛，呵呵。,还行
卟咚,2018-11-18,因为导演去世了，所有人就把焦点放在导演身上，忽视了作品本身，部分观众熬了四个小时可算看完了电影，开始大笔一挥批判导演心理阴暗目光狭隘，甚至说他卑鄙无知，“这个国家的人怎么都这样邪恶？”这句话还真说对了。部分观众太把自己当个人了，站在上帝视角指责导演抗压能力差，作品呈现的三观太狭隘，所有人必须热爱这个世界吗？所有人都必须乐观吗？凭什么呢？他拍电影就是一次彻底的释放自我，不可以随心所欲一点吗，因为这就是他眼里的世界，他拍下来给我们看，然后你双手叉腰开始喊：世界才不是这样的！生活处处充满希望！有什么用呢？人类的悲欢并不相通，也不一定要每个人都理解。你的世界是彩色的那是你的荣幸，以此来指责嘲笑黑白世界里的人，那就是你的不对了。,推荐
添糖电影院,2018-07-21,这部电影你能看到导演的影子，看到个体在创作中的坚持。是个漫长的好故事。现实地纪录着存在着的生活的一面。大象就是另一面。,推荐
Theo's Anatomy,2018-02-23,#berlinale2018 斯人已去，这是胡波对他人生最好的辩白，感谢FIRST慧眼识珠把小说集《大裂》影像化，相较文本安插了结构上的巧思，冠之以恒的是对存在的质疑，游走在此岸与彼岸的辩证里，无法的回归远方与无处不在的故乡。确实是一次肝肠寸断的观影经历，导演把大象藏在了房间里,推荐
